Year,Industry_Section,Industry,Accident_Kind,Total_NonFatal,Specified_Injuries,Over7Day_Injuries,Pct_Total,Pct_Specified,Pct_Over7Day,Severity,Year_Clean,Industry_Short
2020/21 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities","Struck by moving, including flying/falling, object",178,54,124,0.09,0.08,0.09,Non-Fatal,2020/21,Information and communication; financial and insur
2020/21 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Struck by moving vehicle,35,16,19,0.02,0.02,0.01,Non-Fatal,2020/21,Information and communication; financial and insur
2020/21 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Strike against something fixed or stationary,73,11,62,0.04,0.02,0.05,Non-Fatal,2020/21,Information and communication; financial and insur
2020/21 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities","Injured while handling, lifting or carrying",283,22,261,0.14,0.03,0.19,Non-Fatal,2020/21,Information and communication; financial and insur
2020/21 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities","Slips, trips or falls on same level",746,329,417,0.37,0.51,0.31,Non-Fatal,2020/21,Information and communication; financial and insur
2020/21 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Falls from a height,260,142,118,0.13,0.22,0.09,Non-Fatal,2020/21,Information and communication; financial and insur
2020/21 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Trapped by something collapsing/overturning,6,3,3,[k],[k],[k],Non-Fatal,2020/21,Information and communication; financial and insur
2020/21 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Drowning or asphyxiation,2,1,1,[k],[k],[k],Non-Fatal,2020/21,Information and communication; financial and insur
2020/21 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities","Exposure to, or contact with, a harmful substance",23,1,22,0.01,[k],0.02,Non-Fatal,2020/21,Information and communication; financial and insur
2020/21 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Exposure to fire,2,0,2,[k],0,[k],Non-Fatal,2020/21,Information and communication; financial and insur
2020/21 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Exposure to an explosion,1,0,1,[k],0,[k],Non-Fatal,2020/21,Information and communication; financial and insur
2020/21 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Contact with electricity or electrical discharge,2,0,2,[k],0,[k],Non-Fatal,2020/21,Information and communication; financial and insur
2020/21 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Injured by an animal,88,16,72,0.04,0.02,0.05,Non-Fatal,2020/21,Information and communication; financial and insur
2020/21 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Acts of violence,54,13,41,0.03,0.02,0.03,Non-Fatal,2020/21,Information and communication; financial and insur
2020/21 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Other kind of accident,191,24,167,0.1,0.04,0.12,Non-Fatal,2020/21,Information and communication; financial and insur
2020/21 [Note 10],O,Public administration and defence; compulsory social security,Contact with moving machinery,6,1,5,[k],[k],[k],Non-Fatal,2020/21,Public administration and defence; compulsory soci
2020/21 [Note 10],O,Public administration and defence; compulsory social security,"Struck by moving, including flying/falling, object",105,23,82,0.03,0.03,0.04,Non-Fatal,2020/21,Public administration and defence; compulsory soci
2020/21 [Note 10],O,Public administration and defence; compulsory social security,Struck by moving vehicle,58,20,38,0.02,0.03,0.02,Non-Fatal,2020/21,Public administration and defence; compulsory soci
2020/21 [Note 10],O,Public administration and defence; compulsory social security,Strike against something fixed or stationary,79,21,58,0.03,0.03,0.02,Non-Fatal,2020/21,Public administration and defence; compulsory soci
2020/21 [Note 10],O,Public administration and defence; compulsory social security,"Injured while handling, lifting or carrying",395,24,371,0.13,0.03,0.16,Non-Fatal,2020/21,Public administration and defence; compulsory soci
2020/21 [Note 10],O,Public administration and defence; compulsory social security,"Slips, trips or falls on same level",869,333,536,0.28,0.43,0.23,Non-Fatal,2020/21,Public administration and defence; compulsory soci
2020/21 [Note 10],O,Public administration and defence; compulsory social security,Falls from a height,141,56,85,0.05,0.07,0.04,Non-Fatal,2020/21,Public administration and defence; compulsory soci
2020/21 [Note 10],O,Public administration and defence; compulsory social security,Trapped by something collapsing/overturning,3,0,3,[k],0,[k],Non-Fatal,2020/21,Public administration and defence; compulsory soci
2020/21 [Note 10],O,Public administration and defence; compulsory social security,Drowning or asphyxiation,2,2,0,[k],[k],0,Non-Fatal,2020/21,Public administration and defence; compulsory soci
2020/21 [Note 10],O,Public administration and defence; compulsory social security,"Exposure to, or contact with, a harmful substance",16,0,16,[k],0,[k],Non-Fatal,2020/21,Public administration and defence; compulsory soci
2020/21 [Note 10],O,Public administration and defence; compulsory social security,Exposure to fire,16,2,14,[k],[k],[k],Non-Fatal,2020/21,Public administration and defence; compulsory soci
2020/21 [Note 10],O,Public administration and defence; compulsory social security,Exposure to an explosion,2,0,2,[k],0,[k],Non-Fatal,2020/21,Public administration and defence; compulsory soci
2020/21 [Note 10],O,Public administration and defence; compulsory social security,Contact with electricity or electrical discharge,5,0,5,[k],0,[k],Non-Fatal,2020/21,Public administration and defence; compulsory soci
2020/21 [Note 10],O,Public administration and defence; compulsory social security,Injured by an animal,61,5,56,0.02,[k],0.02,Non-Fatal,2020/21,Public administration and defence; compulsory soci
2020/21 [Note 10],O,Public administration and defence; compulsory social security,Acts of violence,753,194,559,0.24,0.25,0.24,Non-Fatal,2020/21,Public administration and defence; compulsory soci
2020/21 [Note 10],O,Public administration and defence; compulsory social security,Other kind of accident,590,91,499,0.19,0.12,0.21,Non-Fatal,2020/21,Public administration and defence; compulsory soci
2020/21 [Note 10],P,Education,Contact with moving machinery,27,6,21,0.01,[k],0.01,Non-Fatal,2020/21,Education
2020/21 [Note 10],P,Education,"Struck by moving, including flying/falling, object",195,58,137,0.07,0.05,0.09,Non-Fatal,2020/21,Education
2020/21 [Note 10],P,Education,Struck by moving vehicle,7,2,5,[k],[k],[k],Non-Fatal,2020/21,Education
2020/21 [Note 10],P,Education,Strike against something fixed or stationary,86,31,55,0.03,0.03,0.04,Non-Fatal,2020/21,Education
2020/21 [Note 10],P,Education,"Injured while handling, lifting or carrying",202,20,182,0.07,0.02,0.12,Non-Fatal,2020/21,Education
2020/21 [Note 10],P,Education,"Slips, trips or falls on same level",1299,742,557,0.48,0.65,0.36,Non-Fatal,2020/21,Education
2020/21 [Note 10],P,Education,Falls from a height,234,144,90,0.09,0.13,0.06,Non-Fatal,2020/21,Education
2020/21 [Note 10],P,Education,Trapped by something collapsing/overturning,3,2,1,[k],[k],[k],Non-Fatal,2020/21,Education
2020/21 [Note 10],P,Education,Drowning or asphyxiation,0,0,0,0,0,0,Non-Fatal,2020/21,Education
2020/21 [Note 10],P,Education,"Exposure to, or contact with, a harmful substance",16,2,14,[k],[k],[k],Non-Fatal,2020/21,Education
2020/21 [Note 10],P,Education,Exposure to fire,0,0,0,0,0,0,Non-Fatal,2020/21,Education
2020/21 [Note 10],P,Education,Exposure to an explosion,0,0,0,0,0,0,Non-Fatal,2020/21,Education
2020/21 [Note 10],P,Education,Contact with electricity or electrical discharge,8,0,8,[k],0,[k],Non-Fatal,2020/21,Education
2020/21 [Note 10],P,Education,Injured by an animal,14,5,9,[k],[k],[k],Non-Fatal,2020/21,Education
2020/21 [Note 10],P,Education,Acts of violence,312,70,242,0.12,0.06,0.16,Non-Fatal,2020/21,Education
2020/21 [Note 10],P,Education,Other kind of accident,293,65,228,0.11,0.06,0.15,Non-Fatal,2020/21,Education
2020/21 [Note 10],Q,Human health and social work activities,Contact with moving machinery,31,4,27,[k],[k],[k],Non-Fatal,2020/21,Human health and social work activities
2020/21 [Note 10],Q,Human health and social work activities,"Struck by moving, including flying/falling, object",519,83,436,0.05,0.03,0.05,Non-Fatal,2020/21,Human health and social work activities
2020/21 [Note 10],Q,Human health and social work activities,Struck by moving vehicle,52,17,35,[k],[k],[k],Non-Fatal,2020/21,Human health and social work activities
2020/21 [Note 10],Q,Human health and social work activities,Strike against something fixed or stationary,252,63,189,0.02,0.02,0.02,Non-Fatal,2020/21,Human health and social work activities
2020/21 [Note 10],Q,Human health and social work activities,"Injured while handling, lifting or carrying",2331,82,2249,0.2,0.03,0.25,Non-Fatal,2020/21,Human health and social work activities
2020/21 [Note 10],Q,Human health and social work activities,"Slips, trips or falls on same level",3468,1413,2055,0.3,0.55,0.23,Non-Fatal,2020/21,Human health and social work activities
2020/21 [Note 10],Q,Human health and social work activities,Falls from a height,440,221,219,0.04,0.09,0.02,Non-Fatal,2020/21,Human health and social work activities
2020/21 [Note 10],Q,Human health and social work activities,Trapped by something collapsing/overturning,21,4,17,[k],[k],[k],Non-Fatal,2020/21,Human health and social work activities
2020/21 [Note 10],Q,Human health and social work activities,Drowning or asphyxiation,0,0,0,0,0,0,Non-Fatal,2020/21,Human health and social work activities
2020/21 [Note 10],Q,Human health and social work activities,"Exposure to, or contact with, a harmful substance",82,2,80,[k],[k],[k],Non-Fatal,2020/21,Human health and social work activities
2020/21 [Note 10],Q,Human health and social work activities,Exposure to fire,10,1,9,[k],[k],[k],Non-Fatal,2020/21,Human health and social work activities
2020/21 [Note 10],Q,Human health and social work activities,Exposure to an explosion,1,0,1,[k],0,[k],Non-Fatal,2020/21,Human health and social work activities
2020/21 [Note 10],Q,Human health and social work activities,Contact with electricity or electrical discharge,15,1,14,[k],[k],[k],Non-Fatal,2020/21,Human health and social work activities
2020/21 [Note 10],Q,Human health and social work activities,Injured by an animal,27,0,27,[k],0,[k],Non-Fatal,2020/21,Human health and social work activities
2020/21 [Note 10],Q,Human health and social work activities,Acts of violence,2807,461,2346,0.25,0.18,0.26,Non-Fatal,2020/21,Human health and social work activities
2020/21 [Note 10],Q,Human health and social work activities,Other kind of accident,1357,194,1163,0.12,0.08,0.13,Non-Fatal,2020/21,Human health and social work activities
2020/21 [Note 10],R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Contact with moving machinery,25,5,20,0.01,[k],0.02,Non-Fatal,2020/21,"Arts, entertainment and recreation; other service "
2020/21 [Note 10],R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies","Struck by moving, including flying/falling, object",99,27,72,0.06,0.04,0.07,Non-Fatal,2020/21,"Arts, entertainment and recreation; other service "
2020/21 [Note 10],R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Struck by moving vehicle,15,3,12,[k],[k],0.01,Non-Fatal,2020/21,"Arts, entertainment and recreation; other service "
2020/21 [Note 10],R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Strike against something fixed or stationary,57,21,36,0.03,0.03,0.03,Non-Fatal,2020/21,"Arts, entertainment and recreation; other service "
2020/21 [Note 10],R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies","Injured while handling, lifting or carrying",243,5,238,0.14,[k],0.23,Non-Fatal,2020/21,"Arts, entertainment and recreation; other service "
2020/21 [Note 10],R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies","Slips, trips or falls on same level",539,283,256,0.32,0.43,0.24,Non-Fatal,2020/21,"Arts, entertainment and recreation; other service "
2020/21 [Note 10],R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Falls from a height,206,127,79,0.12,0.19,0.08,Non-Fatal,2020/21,"Arts, entertainment and recreation; other service "
2020/21 [Note 10],R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Trapped by something collapsing/overturning,11,2,9,[k],[k],[k],Non-Fatal,2020/21,"Arts, entertainment and recreation; other service "
2020/21 [Note 10],R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Drowning or asphyxiation,0,0,0,0,0,0,Non-Fatal,2020/21,"Arts, entertainment and recreation; other service "
2020/21 [Note 10],R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies","Exposure to, or contact with, a harmful substance",14,0,14,[k],0,0.01,Non-Fatal,2020/21,"Arts, entertainment and recreation; other service "
2020/21 [Note 10],R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Exposure to fire,4,0,4,[k],0,[k],Non-Fatal,2020/21,"Arts, entertainment and recreation; other service "
2020/21 [Note 10],R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Exposure to an explosion,0,0,0,0,0,0,Non-Fatal,2020/21,"Arts, entertainment and recreation; other service "
2020/21 [Note 10],R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Contact with electricity or electrical discharge,3,1,2,[k],[k],[k],Non-Fatal,2020/21,"Arts, entertainment and recreation; other service "
2020/21 [Note 10],R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Injured by an animal,182,94,88,0.11,0.14,0.08,Non-Fatal,2020/21,"Arts, entertainment and recreation; other service "
2020/21 [Note 10],R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Acts of violence,119,34,85,0.07,0.05,0.08,Non-Fatal,2020/21,"Arts, entertainment and recreation; other service "
2020/21 [Note 10],R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Other kind of accident,189,54,135,0.11,0.08,0.13,Non-Fatal,2020/21,"Arts, entertainment and recreation; other service "
2021/22 [Note 10],A,"Agriculture, forestry and fishing [Note 8]",Contact with moving machinery,75,29,46,0.11,0.1,0.11,Non-Fatal,2021/22,"Agriculture, forestry and fishing [Note 8]"
2021/22 [Note 10],A,"Agriculture, forestry and fishing [Note 8]","Struck by moving, including flying/falling, object",75,24,51,0.11,0.08,0.13,Non-Fatal,2021/22,"Agriculture, forestry and fishing [Note 8]"
2021/22 [Note 10],A,"Agriculture, forestry and fishing [Note 8]",Struck by moving vehicle,23,15,8,0.03,0.05,0.02,Non-Fatal,2021/22,"Agriculture, forestry and fishing [Note 8]"
2021/22 [Note 10],A,"Agriculture, forestry and fishing [Note 8]",Strike against something fixed or stationary,19,7,12,0.03,0.02,0.03,Non-Fatal,2021/22,"Agriculture, forestry and fishing [Note 8]"
2021/22 [Note 10],A,"Agriculture, forestry and fishing [Note 8]","Injured while handling, lifting or carrying",74,10,64,0.11,0.03,0.16,Non-Fatal,2021/22,"Agriculture, forestry and fishing [Note 8]"
2021/22 [Note 10],A,"Agriculture, forestry and fishing [Note 8]","Slips, trips or falls on same level",148,70,78,0.21,0.24,0.19,Non-Fatal,2021/22,"Agriculture, forestry and fishing [Note 8]"
2021/22 [Note 10],A,"Agriculture, forestry and fishing [Note 8]",Falls from a height,86,64,22,0.12,0.22,0.05,Non-Fatal,2021/22,"Agriculture, forestry and fishing [Note 8]"
2021/22 [Note 10],A,"Agriculture, forestry and fishing [Note 8]",Trapped by something collapsing/overturning,3,2,1,[k],[k],[k],Non-Fatal,2021/22,"Agriculture, forestry and fishing [Note 8]"
2021/22 [Note 10],A,"Agriculture, forestry and fishing [Note 8]",Drowning or asphyxiation,0,0,0,0,0,0,Non-Fatal,2021/22,"Agriculture, forestry and fishing [Note 8]"
2021/22 [Note 10],A,"Agriculture, forestry and fishing [Note 8]","Exposure to, or contact with, a harmful substance",7,0,7,0.01,0,0.02,Non-Fatal,2021/22,"Agriculture, forestry and fishing [Note 8]"
2021/22 [Note 10],A,"Agriculture, forestry and fishing [Note 8]",Exposure to fire,4,1,3,[k],[k],[k],Non-Fatal,2021/22,"Agriculture, forestry and fishing [Note 8]"
2021/22 [Note 10],A,"Agriculture, forestry and fishing [Note 8]",Exposure to an explosion,0,0,0,0,0,0,Non-Fatal,2021/22,"Agriculture, forestry and fishing [Note 8]"
2021/22 [Note 10],A,"Agriculture, forestry and fishing [Note 8]",Contact with electricity or electrical discharge,5,2,3,[k],[k],[k],Non-Fatal,2021/22,"Agriculture, forestry and fishing [Note 8]"
2021/22 [Note 10],A,"Agriculture, forestry and fishing [Note 8]",Injured by an animal,90,51,39,0.13,0.17,0.1,Non-Fatal,2021/22,"Agriculture, forestry and fishing [Note 8]"
2021/22 [Note 10],A,"Agriculture, forestry and fishing [Note 8]",Acts of violence,2,0,2,[k],0,[k],Non-Fatal,2021/22,"Agriculture, forestry and fishing [Note 8]"
2021/22 [Note 10],A,"Agriculture, forestry and fishing [Note 8]",Other kind of accident,85,17,68,0.12,0.06,0.17,Non-Fatal,2021/22,"Agriculture, forestry and fishing [Note 8]"
2021/22 [Note 10],B,Mining and quarrying [Note 3],Contact with moving machinery,7,3,4,0.07,0.08,0.06,Non-Fatal,2021/22,Mining and quarrying [Note 3]
2021/22 [Note 10],B,Mining and quarrying [Note 3],"Struck by moving, including flying/falling, object",12,1,11,0.12,0.03,0.18,Non-Fatal,2021/22,Mining and quarrying [Note 3]
2021/22 [Note 10],B,Mining and quarrying [Note 3],Struck by moving vehicle,0,0,0,0,0,0,Non-Fatal,2021/22,Mining and quarrying [Note 3]
2021/22 [Note 10],B,Mining and quarrying [Note 3],Strike against something fixed or stationary,2,0,2,0.02,0,0.03,Non-Fatal,2021/22,Mining and quarrying [Note 3]
2021/22 [Note 10],B,Mining and quarrying [Note 3],"Injured while handling, lifting or carrying",14,3,11,0.14,0.08,0.18,Non-Fatal,2021/22,Mining and quarrying [Note 3]
2021/22 [Note 10],B,Mining and quarrying [Note 3],"Slips, trips or falls on same level",31,16,15,0.31,0.43,0.24,Non-Fatal,2021/22,Mining and quarrying [Note 3]
2021/22 [Note 10],B,Mining and quarrying [Note 3],Falls from a height,11,8,3,0.11,0.22,0.05,Non-Fatal,2021/22,Mining and quarrying [Note 3]
2021/22 [Note 10],B,Mining and quarrying [Note 3],Trapped by something collapsing/overturning,1,0,1,0.01,0,0.02,Non-Fatal,2021/22,Mining and quarrying [Note 3]
2021/22 [Note 10],B,Mining and quarrying [Note 3],Drowning or asphyxiation,0,0,0,0,0,0,Non-Fatal,2021/22,Mining and quarrying [Note 3]
2021/22 [Note 10],B,Mining and quarrying [Note 3],"Exposure to, or contact with, a harmful substance",2,2,0,0.02,0.05,0,Non-Fatal,2021/22,Mining and quarrying [Note 3]
2021/22 [Note 10],B,Mining and quarrying [Note 3],Exposure to fire,0,0,0,0,0,0,Non-Fatal,2021/22,Mining and quarrying [Note 3]
2021/22 [Note 10],B,Mining and quarrying [Note 3],Exposure to an explosion,2,0,2,0.02,0,0.03,Non-Fatal,2021/22,Mining and quarrying [Note 3]
2021/22 [Note 10],B,Mining and quarrying [Note 3],Contact with electricity or electrical discharge,0,0,0,0,0,0,Non-Fatal,2021/22,Mining and quarrying [Note 3]
2021/22 [Note 10],B,Mining and quarrying [Note 3],Injured by an animal,0,0,0,0,0,0,Non-Fatal,2021/22,Mining and quarrying [Note 3]
2021/22 [Note 10],B,Mining and quarrying [Note 3],Acts of violence,1,0,1,0.01,0,0.02,Non-Fatal,2021/22,Mining and quarrying [Note 3]
2021/22 [Note 10],B,Mining and quarrying [Note 3],Other kind of accident,16,4,12,0.16,0.11,0.19,Non-Fatal,2021/22,Mining and quarrying [Note 3]
2021/22 [Note 10],C,Manufacturing,Contact with moving machinery,1353,319,1034,0.13,0.12,0.13,Non-Fatal,2021/22,Manufacturing
2021/22 [Note 10],C,Manufacturing,"Struck by moving, including flying/falling, object",1534,356,1178,0.14,0.14,0.14,Non-Fatal,2021/22,Manufacturing
2021/22 [Note 10],C,Manufacturing,Struck by moving vehicle,241,106,135,0.02,0.04,0.02,Non-Fatal,2021/22,Manufacturing
2021/22 [Note 10],C,Manufacturing,Strike against something fixed or stationary,542,97,445,0.05,0.04,0.05,Non-Fatal,2021/22,Manufacturing
2021/22 [Note 10],C,Manufacturing,"Injured while handling, lifting or carrying",2176,182,1994,0.2,0.07,0.25,Non-Fatal,2021/22,Manufacturing
2021/22 [Note 10],C,Manufacturing,"Slips, trips or falls on same level",2563,974,1589,0.24,0.37,0.2,Non-Fatal,2021/22,Manufacturing
2021/22 [Note 10],C,Manufacturing,Falls from a height,734,373,361,0.07,0.14,0.04,Non-Fatal,2021/22,Manufacturing
2021/22 [Note 10],C,Manufacturing,Trapped by something collapsing/overturning,56,26,30,[k],[k],[k],Non-Fatal,2021/22,Manufacturing
2021/22 [Note 10],C,Manufacturing,Drowning or asphyxiation,1,0,1,[k],0,[k],Non-Fatal,2021/22,Manufacturing
2021/22 [Note 10],C,Manufacturing,"Exposure to, or contact with, a harmful substance",230,31,199,0.02,0.01,0.02,Non-Fatal,2021/22,Manufacturing
2021/22 [Note 10],C,Manufacturing,Exposure to fire,34,10,24,[k],[k],[k],Non-Fatal,2021/22,Manufacturing
2021/22 [Note 10],C,Manufacturing,Exposure to an explosion,9,3,6,[k],[k],[k],Non-Fatal,2021/22,Manufacturing
2021/22 [Note 10],C,Manufacturing,Contact with electricity or electrical discharge,22,2,20,[k],[k],[k],Non-Fatal,2021/22,Manufacturing
2021/22 [Note 10],C,Manufacturing,Injured by an animal,12,5,7,[k],[k],[k],Non-Fatal,2021/22,Manufacturing
2021/22 [Note 10],C,Manufacturing,Acts of violence,18,5,13,[k],[k],[k],Non-Fatal,2021/22,Manufacturing
2021/22 [Note 10],C,Manufacturing,Other kind of accident,1241,148,1093,0.12,0.06,0.13,Non-Fatal,2021/22,Manufacturing
2021/22 [Note 10],D,"Electricity, gas, steam and air conditioning supply",Contact with moving machinery,8,3,5,0.03,0.04,0.03,Non-Fatal,2021/22,"Electricity, gas, steam and air conditioning suppl"
2021/22 [Note 10],D,"Electricity, gas, steam and air conditioning supply","Struck by moving, including flying/falling, object",24,7,17,0.1,0.09,0.1,Non-Fatal,2021/22,"Electricity, gas, steam and air conditioning suppl"
2021/22 [Note 10],D,"Electricity, gas, steam and air conditioning supply",Struck by moving vehicle,5,4,1,0.02,0.05,[k],Non-Fatal,2021/22,"Electricity, gas, steam and air conditioning suppl"
2021/22 [Note 10],D,"Electricity, gas, steam and air conditioning supply",Strike against something fixed or stationary,8,1,7,0.03,0.01,0.04,Non-Fatal,2021/22,"Electricity, gas, steam and air conditioning suppl"
2021/22 [Note 10],D,"Electricity, gas, steam and air conditioning supply","Injured while handling, lifting or carrying",42,2,40,0.17,0.03,0.23,Non-Fatal,2021/22,"Electricity, gas, steam and air conditioning suppl"
2021/22 [Note 10],D,"Electricity, gas, steam and air conditioning supply","Slips, trips or falls on same level",80,38,42,0.32,0.48,0.24,Non-Fatal,2021/22,"Electricity, gas, steam and air conditioning suppl"
2021/22 [Note 10],D,"Electricity, gas, steam and air conditioning supply",Falls from a height,44,19,25,0.18,0.24,0.15,Non-Fatal,2021/22,"Electricity, gas, steam and air conditioning suppl"
2021/22 [Note 10],D,"Electricity, gas, steam and air conditioning supply",Trapped by something collapsing/overturning,0,0,0,0,0,0,Non-Fatal,2021/22,"Electricity, gas, steam and air conditioning suppl"
2021/22 [Note 10],D,"Electricity, gas, steam and air conditioning supply",Drowning or asphyxiation,0,0,0,0,0,0,Non-Fatal,2021/22,"Electricity, gas, steam and air conditioning suppl"
2021/22 [Note 10],D,"Electricity, gas, steam and air conditioning supply","Exposure to, or contact with, a harmful substance",2,1,1,[k],0.01,[k],Non-Fatal,2021/22,"Electricity, gas, steam and air conditioning suppl"
2021/22 [Note 10],D,"Electricity, gas, steam and air conditioning supply",Exposure to fire,2,0,2,[k],0,0.01,Non-Fatal,2021/22,"Electricity, gas, steam and air conditioning suppl"
2021/22 [Note 10],D,"Electricity, gas, steam and air conditioning supply",Exposure to an explosion,0,0,0,0,0,0,Non-Fatal,2021/22,"Electricity, gas, steam and air conditioning suppl"
2021/22 [Note 10],D,"Electricity, gas, steam and air conditioning supply",Contact with electricity or electrical discharge,8,1,7,0.03,0.01,0.04,Non-Fatal,2021/22,"Electricity, gas, steam and air conditioning suppl"
2021/22 [Note 10],D,"Electricity, gas, steam and air conditioning supply",Injured by an animal,3,0,3,0.01,0,0.02,Non-Fatal,2021/22,"Electricity, gas, steam and air conditioning suppl"
2021/22 [Note 10],D,"Electricity, gas, steam and air conditioning supply",Acts of violence,4,0,4,0.02,0,0.02,Non-Fatal,2021/22,"Electricity, gas, steam and air conditioning suppl"
2021/22 [Note 10],D,"Electricity, gas, steam and air conditioning supply",Other kind of accident,21,3,18,0.08,0.04,0.1,Non-Fatal,2021/22,"Electricity, gas, steam and air conditioning suppl"
2021/22 [Note 10],E,"Water supply; sewerage, waste management and remediation activities",Contact with moving machinery,80,30,50,0.04,0.05,0.04,Non-Fatal,2021/22,"Water supply; sewerage, waste management and remed"
2021/22 [Note 10],E,"Water supply; sewerage, waste management and remediation activities","Struck by moving, including flying/falling, object",240,72,168,0.12,0.13,0.12,Non-Fatal,2021/22,"Water supply; sewerage, waste management and remed"
2021/22 [Note 10],E,"Water supply; sewerage, waste management and remediation activities",Struck by moving vehicle,97,41,56,0.05,0.08,0.04,Non-Fatal,2021/22,"Water supply; sewerage, waste management and remed"
2021/22 [Note 10],E,"Water supply; sewerage, waste management and remediation activities",Strike against something fixed or stationary,61,12,49,0.03,0.02,0.04,Non-Fatal,2021/22,"Water supply; sewerage, waste management and remed"
2021/22 [Note 10],E,"Water supply; sewerage, waste management and remediation activities","Injured while handling, lifting or carrying",454,38,416,0.23,0.07,0.3,Non-Fatal,2021/22,"Water supply; sewerage, waste management and remed"
2021/22 [Note 10],E,"Water supply; sewerage, waste management and remediation activities","Slips, trips or falls on same level",612,217,395,0.32,0.4,0.28,Non-Fatal,2021/22,"Water supply; sewerage, waste management and remed"
2021/22 [Note 10],E,"Water supply; sewerage, waste management and remediation activities",Falls from a height,190,99,91,0.1,0.18,0.07,Non-Fatal,2021/22,"Water supply; sewerage, waste management and remed"
2021/22 [Note 10],E,"Water supply; sewerage, waste management and remediation activities",Trapped by something collapsing/overturning,4,3,1,[k],[k],[k],Non-Fatal,2021/22,"Water supply; sewerage, waste management and remed"
2021/22 [Note 10],E,"Water supply; sewerage, waste management and remediation activities",Drowning or asphyxiation,0,0,0,0,0,0,Non-Fatal,2021/22,"Water supply; sewerage, waste management and remed"
2021/22 [Note 10],E,"Water supply; sewerage, waste management and remediation activities","Exposure to, or contact with, a harmful substance",20,5,15,0.01,[k],0.01,Non-Fatal,2021/22,"Water supply; sewerage, waste management and remed"
