Year,Industry_Section,Industry,Accident_Kind,Fatal_Workers,Fatal_Employees,Fatal_SelfEmployed,Severity,Year_Clean,Industry_Short
2020/21 [Note 10],H,Transportation and storage [Note 9],Exposure to an explosion,0,0,0,Fatal,2020/21,Transportation and storage [Note 9]
2020/21 [Note 10],H,Transportation and storage [Note 9],Contact with electricity or electrical discharge,0,0,0,Fatal,2020/21,Transportation and storage [Note 9]
2020/21 [Note 10],H,Transportation and storage [Note 9],Injured by an animal,0,0,0,Fatal,2020/21,Transportation and storage [Note 9]
2020/21 [Note 10],H,Transportation and storage [Note 9],Acts of violence,0,0,0,Fatal,2020/21,Transportation and storage [Note 9]
2020/21 [Note 10],H,Transportation and storage [Note 9],Other kind of accident,0,0,0,Fatal,2020/21,Transportation and storage [Note 9]
2020/21 [Note 10],I,Accommodation and food service activities,Contact with moving machinery,1,0,1,Fatal,2020/21,Accommodation and food service activities
2020/21 [Note 10],I,Accommodation and food service activities,"Struck by moving, including flying/falling, object",0,0,0,Fatal,2020/21,Accommodation and food service activities
2020/21 [Note 10],I,Accommodation and food service activities,Struck by moving vehicle,0,0,0,Fatal,2020/21,Accommodation and food service activities
2020/21 [Note 10],I,Accommodation and food service activities,Strike against something fixed or stationary,0,0,0,Fatal,2020/21,Accommodation and food service activities
2020/21 [Note 10],I,Accommodation and food service activities,"Injured while handling, lifting or carrying",0,0,0,Fatal,2020/21,Accommodation and food service activities
2020/21 [Note 10],I,Accommodation and food service activities,"Slips, trips or falls on same level",0,0,0,Fatal,2020/21,Accommodation and food service activities
2020/21 [Note 10],I,Accommodation and food service activities,Falls from a height,1,1,0,Fatal,2020/21,Accommodation and food service activities
2020/21 [Note 10],I,Accommodation and food service activities,Trapped by something collapsing/overturning,0,0,0,Fatal,2020/21,Accommodation and food service activities
2020/21 [Note 10],I,Accommodation and food service activities,Drowning or asphyxiation,0,0,0,Fatal,2020/21,Accommodation and food service activities
2020/21 [Note 10],I,Accommodation and food service activities,"Exposure to, or contact with, a harmful substance",0,0,0,Fatal,2020/21,Accommodation and food service activities
2020/21 [Note 10],I,Accommodation and food service activities,Exposure to fire,0,0,0,Fatal,2020/21,Accommodation and food service activities
2020/21 [Note 10],I,Accommodation and food service activities,Exposure to an explosion,0,0,0,Fatal,2020/21,Accommodation and food service activities
2020/21 [Note 10],I,Accommodation and food service activities,Contact with electricity or electrical discharge,0,0,0,Fatal,2020/21,Accommodation and food service activities
2020/21 [Note 10],I,Accommodation and food service activities,Injured by an animal,0,0,0,Fatal,2020/21,Accommodation and food service activities
2020/21 [Note 10],I,Accommodation and food service activities,Acts of violence,1,1,0,Fatal,2020/21,Accommodation and food service activities
2020/21 [Note 10],I,Accommodation and food service activities,Other kind of accident,1,1,0,Fatal,2020/21,Accommodation and food service activities
2020/21 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Contact with moving machinery,0,0,0,Fatal,2020/21,Information and communication; financial and insur
2020/21 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities","Struck by moving, including flying/falling, object",2,1,1,Fatal,2020/21,Information and communication; financial and insur
2020/21 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Struck by moving vehicle,2,2,0,Fatal,2020/21,Information and communication; financial and insur
2020/21 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Strike against something fixed or stationary,0,0,0,Fatal,2020/21,Information and communication; financial and insur
2020/21 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities","Injured while handling, lifting or carrying",0,0,0,Fatal,2020/21,Information and communication; financial and insur
2020/21 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities","Slips, trips or falls on same level",0,0,0,Fatal,2020/21,Information and communication; financial and insur
2020/21 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Falls from a height,3,1,2,Fatal,2020/21,Information and communication; financial and insur
2020/21 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Trapped by something collapsing/overturning,2,2,0,Fatal,2020/21,Information and communication; financial and insur
2020/21 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Drowning or asphyxiation,1,1,0,Fatal,2020/21,Information and communication; financial and insur
2020/21 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities","Exposure to, or contact with, a harmful substance",0,0,0,Fatal,2020/21,Information and communication; financial and insur
2020/21 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Exposure to fire,0,0,0,Fatal,2020/21,Information and communication; financial and insur
2020/21 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Exposure to an explosion,0,0,0,Fatal,2020/21,Information and communication; financial and insur
2020/21 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Contact with electricity or electrical discharge,6,2,4,Fatal,2020/21,Information and communication; financial and insur
2020/21 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Injured by an animal,0,0,0,Fatal,2020/21,Information and communication; financial and insur
2020/21 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Acts of violence,0,0,0,Fatal,2020/21,Information and communication; financial and insur
2020/21 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Other kind of accident,0,0,0,Fatal,2020/21,Information and communication; financial and insur
2020/21 [Note 10],O,Public administration and defence; compulsory social security,Contact with moving machinery,0,0,0,Fatal,2020/21,Public administration and defence; compulsory soci
2020/21 [Note 10],O,Public administration and defence; compulsory social security,"Struck by moving, including flying/falling, object",0,0,0,Fatal,2020/21,Public administration and defence; compulsory soci
2020/21 [Note 10],O,Public administration and defence; compulsory social security,Struck by moving vehicle,0,0,0,Fatal,2020/21,Public administration and defence; compulsory soci
2020/21 [Note 10],O,Public administration and defence; compulsory social security,Strike against something fixed or stationary,0,0,0,Fatal,2020/21,Public administration and defence; compulsory soci
2020/21 [Note 10],O,Public administration and defence; compulsory social security,"Injured while handling, lifting or carrying",0,0,0,Fatal,2020/21,Public administration and defence; compulsory soci
2020/21 [Note 10],O,Public administration and defence; compulsory social security,"Slips, trips or falls on same level",0,0,0,Fatal,2020/21,Public administration and defence; compulsory soci
2020/21 [Note 10],O,Public administration and defence; compulsory social security,Falls from a height,0,0,0,Fatal,2020/21,Public administration and defence; compulsory soci
2020/21 [Note 10],O,Public administration and defence; compulsory social security,Trapped by something collapsing/overturning,0,0,0,Fatal,2020/21,Public administration and defence; compulsory soci
2020/21 [Note 10],O,Public administration and defence; compulsory social security,Drowning or asphyxiation,0,0,0,Fatal,2020/21,Public administration and defence; compulsory soci
2020/21 [Note 10],O,Public administration and defence; compulsory social security,"Exposure to, or contact with, a harmful substance",0,0,0,Fatal,2020/21,Public administration and defence; compulsory soci
2020/21 [Note 10],O,Public administration and defence; compulsory social security,Exposure to fire,0,0,0,Fatal,2020/21,Public administration and defence; compulsory soci
2020/21 [Note 10],O,Public administration and defence; compulsory social security,Exposure to an explosion,0,0,0,Fatal,2020/21,Public administration and defence; compulsory soci
2020/21 [Note 10],O,Public administration and defence; compulsory social security,Contact with electricity or electrical discharge,0,0,0,Fatal,2020/21,Public administration and defence; compulsory soci
2020/21 [Note 10],O,Public administration and defence; compulsory social security,Injured by an animal,0,0,0,Fatal,2020/21,Public administration and defence; compulsory soci
2020/21 [Note 10],O,Public administration and defence; compulsory social security,Acts of violence,1,1,0,Fatal,2020/21,Public administration and defence; compulsory soci
2020/21 [Note 10],O,Public administration and defence; compulsory social security,Other kind of accident,0,0,0,Fatal,2020/21,Public administration and defence; compulsory soci
2020/21 [Note 10],P,Education,Contact with moving machinery,0,0,0,Fatal,2020/21,Education
2020/21 [Note 10],P,Education,"Struck by moving, including flying/falling, object",0,0,0,Fatal,2020/21,Education
2020/21 [Note 10],P,Education,Struck by moving vehicle,0,0,0,Fatal,2020/21,Education
2020/21 [Note 10],P,Education,Strike against something fixed or stationary,0,0,0,Fatal,2020/21,Education
2020/21 [Note 10],P,Education,"Injured while handling, lifting or carrying",0,0,0,Fatal,2020/21,Education
2020/21 [Note 10],P,Education,"Slips, trips or falls on same level",0,0,0,Fatal,2020/21,Education
2020/21 [Note 10],P,Education,Falls from a height,0,0,0,Fatal,2020/21,Education
2020/21 [Note 10],P,Education,Trapped by something collapsing/overturning,0,0,0,Fatal,2020/21,Education
2020/21 [Note 10],P,Education,Drowning or asphyxiation,0,0,0,Fatal,2020/21,Education
2020/21 [Note 10],P,Education,"Exposure to, or contact with, a harmful substance",0,0,0,Fatal,2020/21,Education
2020/21 [Note 10],P,Education,Exposure to fire,0,0,0,Fatal,2020/21,Education
2020/21 [Note 10],P,Education,Exposure to an explosion,0,0,0,Fatal,2020/21,Education
2020/21 [Note 10],P,Education,Contact with electricity or electrical discharge,0,0,0,Fatal,2020/21,Education
2020/21 [Note 10],P,Education,Injured by an animal,0,0,0,Fatal,2020/21,Education
2020/21 [Note 10],P,Education,Acts of violence,0,0,0,Fatal,2020/21,Education
2020/21 [Note 10],P,Education,Other kind of accident,0,0,0,Fatal,2020/21,Education
2020/21 [Note 10],Q,Human health and social work activities,Contact with moving machinery,0,0,0,Fatal,2020/21,Human health and social work activities
2020/21 [Note 10],Q,Human health and social work activities,"Struck by moving, including flying/falling, object",0,0,0,Fatal,2020/21,Human health and social work activities
2020/21 [Note 10],Q,Human health and social work activities,Struck by moving vehicle,0,0,0,Fatal,2020/21,Human health and social work activities
2020/21 [Note 10],Q,Human health and social work activities,Strike against something fixed or stationary,0,0,0,Fatal,2020/21,Human health and social work activities
2020/21 [Note 10],Q,Human health and social work activities,"Injured while handling, lifting or carrying",0,0,0,Fatal,2020/21,Human health and social work activities
2020/21 [Note 10],Q,Human health and social work activities,"Slips, trips or falls on same level",0,0,0,Fatal,2020/21,Human health and social work activities
2020/21 [Note 10],Q,Human health and social work activities,Falls from a height,0,0,0,Fatal,2020/21,Human health and social work activities
2020/21 [Note 10],Q,Human health and social work activities,Trapped by something collapsing/overturning,0,0,0,Fatal,2020/21,Human health and social work activities
2020/21 [Note 10],Q,Human health and social work activities,Drowning or asphyxiation,0,0,0,Fatal,2020/21,Human health and social work activities
2020/21 [Note 10],Q,Human health and social work activities,"Exposure to, or contact with, a harmful substance",0,0,0,Fatal,2020/21,Human health and social work activities
2020/21 [Note 10],Q,Human health and social work activities,Exposure to fire,0,0,0,Fatal,2020/21,Human health and social work activities
2020/21 [Note 10],Q,Human health and social work activities,Exposure to an explosion,0,0,0,Fatal,2020/21,Human health and social work activities
2020/21 [Note 10],Q,Human health and social work activities,Contact with electricity or electrical discharge,0,0,0,Fatal,2020/21,Human health and social work activities
2020/21 [Note 10],Q,Human health and social work activities,Injured by an animal,0,0,0,Fatal,2020/21,Human health and social work activities
2020/21 [Note 10],Q,Human health and social work activities,Acts of violence,0,0,0,Fatal,2020/21,Human health and social work activities
2020/21 [Note 10],Q,Human health and social work activities,Other kind of accident,0,0,0,Fatal,2020/21,Human health and social work activities
2020/21 [Note 10],R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Contact with moving machinery,0,0,0,Fatal,2020/21,"Arts, entertainment and recreation; other service "
2020/21 [Note 10],R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies","Struck by moving, including flying/falling, object",0,0,0,Fatal,2020/21,"Arts, entertainment and recreation; other service "
2020/21 [Note 10],R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Struck by moving vehicle,1,0,1,Fatal,2020/21,"Arts, entertainment and recreation; other service "
2020/21 [Note 10],R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Strike against something fixed or stationary,0,0,0,Fatal,2020/21,"Arts, entertainment and recreation; other service "
2020/21 [Note 10],R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies","Injured while handling, lifting or carrying",0,0,0,Fatal,2020/21,"Arts, entertainment and recreation; other service "
2020/21 [Note 10],R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies","Slips, trips or falls on same level",0,0,0,Fatal,2020/21,"Arts, entertainment and recreation; other service "
2020/21 [Note 10],R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Falls from a height,0,0,0,Fatal,2020/21,"Arts, entertainment and recreation; other service "
2020/21 [Note 10],R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Trapped by something collapsing/overturning,0,0,0,Fatal,2020/21,"Arts, entertainment and recreation; other service "
2020/21 [Note 10],R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Drowning or asphyxiation,0,0,0,Fatal,2020/21,"Arts, entertainment and recreation; other service "
2020/21 [Note 10],R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies","Exposure to, or contact with, a harmful substance",0,0,0,Fatal,2020/21,"Arts, entertainment and recreation; other service "
2020/21 [Note 10],R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Exposure to fire,0,0,0,Fatal,2020/21,"Arts, entertainment and recreation; other service "
2020/21 [Note 10],R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Exposure to an explosion,0,0,0,Fatal,2020/21,"Arts, entertainment and recreation; other service "
2020/21 [Note 10],R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Contact with electricity or electrical discharge,0,0,0,Fatal,2020/21,"Arts, entertainment and recreation; other service "
2020/21 [Note 10],R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Injured by an animal,1,0,1,Fatal,2020/21,"Arts, entertainment and recreation; other service "
2020/21 [Note 10],R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Acts of violence,0,0,0,Fatal,2020/21,"Arts, entertainment and recreation; other service "
2020/21 [Note 10],R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Other kind of accident,0,0,0,Fatal,2020/21,"Arts, entertainment and recreation; other service "
2021/22 [Note 10],A,"Agriculture, forestry and fishing [Note 8]",Contact with moving machinery,4,2,2,Fatal,2021/22,"Agriculture, forestry and fishing [Note 8]"
2021/22 [Note 10],A,"Agriculture, forestry and fishing [Note 8]","Struck by moving, including flying/falling, object",5,3,2,Fatal,2021/22,"Agriculture, forestry and fishing [Note 8]"
2021/22 [Note 10],A,"Agriculture, forestry and fishing [Note 8]",Struck by moving vehicle,6,3,3,Fatal,2021/22,"Agriculture, forestry and fishing [Note 8]"
2021/22 [Note 10],A,"Agriculture, forestry and fishing [Note 8]",Strike against something fixed or stationary,0,0,0,Fatal,2021/22,"Agriculture, forestry and fishing [Note 8]"
2021/22 [Note 10],A,"Agriculture, forestry and fishing [Note 8]","Injured while handling, lifting or carrying",0,0,0,Fatal,2021/22,"Agriculture, forestry and fishing [Note 8]"
2021/22 [Note 10],A,"Agriculture, forestry and fishing [Note 8]","Slips, trips or falls on same level",0,0,0,Fatal,2021/22,"Agriculture, forestry and fishing [Note 8]"
2021/22 [Note 10],A,"Agriculture, forestry and fishing [Note 8]",Falls from a height,2,0,2,Fatal,2021/22,"Agriculture, forestry and fishing [Note 8]"
2021/22 [Note 10],A,"Agriculture, forestry and fishing [Note 8]",Trapped by something collapsing/overturning,2,1,1,Fatal,2021/22,"Agriculture, forestry and fishing [Note 8]"
2021/22 [Note 10],A,"Agriculture, forestry and fishing [Note 8]",Drowning or asphyxiation,3,0,3,Fatal,2021/22,"Agriculture, forestry and fishing [Note 8]"
2021/22 [Note 10],A,"Agriculture, forestry and fishing [Note 8]","Exposure to, or contact with, a harmful substance",0,0,0,Fatal,2021/22,"Agriculture, forestry and fishing [Note 8]"
2021/22 [Note 10],A,"Agriculture, forestry and fishing [Note 8]",Exposure to fire,0,0,0,Fatal,2021/22,"Agriculture, forestry and fishing [Note 8]"
2021/22 [Note 10],A,"Agriculture, forestry and fishing [Note 8]",Exposure to an explosion,0,0,0,Fatal,2021/22,"Agriculture, forestry and fishing [Note 8]"
2021/22 [Note 10],A,"Agriculture, forestry and fishing [Note 8]",Contact with electricity or electrical discharge,0,0,0,Fatal,2021/22,"Agriculture, forestry and fishing [Note 8]"
2021/22 [Note 10],A,"Agriculture, forestry and fishing [Note 8]",Injured by an animal,1,0,1,Fatal,2021/22,"Agriculture, forestry and fishing [Note 8]"
2021/22 [Note 10],A,"Agriculture, forestry and fishing [Note 8]",Acts of violence,0,0,0,Fatal,2021/22,"Agriculture, forestry and fishing [Note 8]"
2021/22 [Note 10],A,"Agriculture, forestry and fishing [Note 8]",Other kind of accident,0,0,0,Fatal,2021/22,"Agriculture, forestry and fishing [Note 8]"
2021/22 [Note 10],B,Mining and quarrying,Contact with moving machinery,0,0,0,Fatal,2021/22,Mining and quarrying
2021/22 [Note 10],B,Mining and quarrying,"Struck by moving, including flying/falling, object",0,0,0,Fatal,2021/22,Mining and quarrying
2021/22 [Note 10],B,Mining and quarrying,Struck by moving vehicle,0,0,0,Fatal,2021/22,Mining and quarrying
2021/22 [Note 10],B,Mining and quarrying,Strike against something fixed or stationary,0,0,0,Fatal,2021/22,Mining and quarrying
2021/22 [Note 10],B,Mining and quarrying,"Injured while handling, lifting or carrying",0,0,0,Fatal,2021/22,Mining and quarrying
2021/22 [Note 10],B,Mining and quarrying,"Slips, trips or falls on same level",0,0,0,Fatal,2021/22,Mining and quarrying
2021/22 [Note 10],B,Mining and quarrying,Falls from a height,0,0,0,Fatal,2021/22,Mining and quarrying
2021/22 [Note 10],B,Mining and quarrying,Trapped by something collapsing/overturning,0,0,0,Fatal,2021/22,Mining and quarrying
2021/22 [Note 10],B,Mining and quarrying,Drowning or asphyxiation,0,0,0,Fatal,2021/22,Mining and quarrying
2021/22 [Note 10],B,Mining and quarrying,"Exposure to, or contact with, a harmful substance",1,1,0,Fatal,2021/22,Mining and quarrying
2021/22 [Note 10],B,Mining and quarrying,Exposure to fire,0,0,0,Fatal,2021/22,Mining and quarrying
2021/22 [Note 10],B,Mining and quarrying,Exposure to an explosion,0,0,0,Fatal,2021/22,Mining and quarrying
2021/22 [Note 10],B,Mining and quarrying,Contact with electricity or electrical discharge,0,0,0,Fatal,2021/22,Mining and quarrying
2021/22 [Note 10],B,Mining and quarrying,Injured by an animal,0,0,0,Fatal,2021/22,Mining and quarrying
2021/22 [Note 10],B,Mining and quarrying,Acts of violence,0,0,0,Fatal,2021/22,Mining and quarrying
2021/22 [Note 10],B,Mining and quarrying,Other kind of accident,0,0,0,Fatal,2021/22,Mining and quarrying
2021/22 [Note 10],C,Manufacturing,Contact with moving machinery,5,5,0,Fatal,2021/22,Manufacturing
2021/22 [Note 10],C,Manufacturing,"Struck by moving, including flying/falling, object",3,2,1,Fatal,2021/22,Manufacturing
2021/22 [Note 10],C,Manufacturing,Struck by moving vehicle,2,1,1,Fatal,2021/22,Manufacturing
2021/22 [Note 10],C,Manufacturing,Strike against something fixed or stationary,0,0,0,Fatal,2021/22,Manufacturing
2021/22 [Note 10],C,Manufacturing,"Injured while handling, lifting or carrying",0,0,0,Fatal,2021/22,Manufacturing
2021/22 [Note 10],C,Manufacturing,"Slips, trips or falls on same level",0,0,0,Fatal,2021/22,Manufacturing
2021/22 [Note 10],C,Manufacturing,Falls from a height,2,1,1,Fatal,2021/22,Manufacturing
2021/22 [Note 10],C,Manufacturing,Trapped by something collapsing/overturning,4,4,0,Fatal,2021/22,Manufacturing
2021/22 [Note 10],C,Manufacturing,Drowning or asphyxiation,0,0,0,Fatal,2021/22,Manufacturing
2021/22 [Note 10],C,Manufacturing,"Exposure to, or contact with, a harmful substance",1,1,0,Fatal,2021/22,Manufacturing
2021/22 [Note 10],C,Manufacturing,Exposure to fire,2,0,2,Fatal,2021/22,Manufacturing
2021/22 [Note 10],C,Manufacturing,Exposure to an explosion,1,1,0,Fatal,2021/22,Manufacturing
2021/22 [Note 10],C,Manufacturing,Contact with electricity or electrical discharge,1,1,0,Fatal,2021/22,Manufacturing
2021/22 [Note 10],C,Manufacturing,Injured by an animal,0,0,0,Fatal,2021/22,Manufacturing
2021/22 [Note 10],C,Manufacturing,Acts of violence,0,0,0,Fatal,2021/22,Manufacturing
2021/22 [Note 10],C,Manufacturing,Other kind of accident,1,1,0,Fatal,2021/22,Manufacturing
2021/22 [Note 10],D,"Electricity, gas, steam and air conditioning supply",Contact with moving machinery,0,0,0,Fatal,2021/22,"Electricity, gas, steam and air conditioning suppl"
2021/22 [Note 10],D,"Electricity, gas, steam and air conditioning supply","Struck by moving, including flying/falling, object",0,0,0,Fatal,2021/22,"Electricity, gas, steam and air conditioning suppl"
2021/22 [Note 10],D,"Electricity, gas, steam and air conditioning supply",Struck by moving vehicle,0,0,0,Fatal,2021/22,"Electricity, gas, steam and air conditioning suppl"
2021/22 [Note 10],D,"Electricity, gas, steam and air conditioning supply",Strike against something fixed or stationary,0,0,0,Fatal,2021/22,"Electricity, gas, steam and air conditioning suppl"
2021/22 [Note 10],D,"Electricity, gas, steam and air conditioning supply","Injured while handling, lifting or carrying",0,0,0,Fatal,2021/22,"Electricity, gas, steam and air conditioning suppl"
2021/22 [Note 10],D,"Electricity, gas, steam and air conditioning supply","Slips, trips or falls on same level",0,0,0,Fatal,2021/22,"Electricity, gas, steam and air conditioning suppl"
2021/22 [Note 10],D,"Electricity, gas, steam and air conditioning supply",Falls from a height,1,0,1,Fatal,2021/22,"Electricity, gas, steam and air conditioning suppl"
2021/22 [Note 10],D,"Electricity, gas, steam and air conditioning supply",Trapped by something collapsing/overturning,0,0,0,Fatal,2021/22,"Electricity, gas, steam and air conditioning suppl"
2021/22 [Note 10],D,"Electricity, gas, steam and air conditioning supply",Drowning or asphyxiation,0,0,0,Fatal,2021/22,"Electricity, gas, steam and air conditioning suppl"
2021/22 [Note 10],D,"Electricity, gas, steam and air conditioning supply","Exposure to, or contact with, a harmful substance",0,0,0,Fatal,2021/22,"Electricity, gas, steam and air conditioning suppl"
2021/22 [Note 10],D,"Electricity, gas, steam and air conditioning supply",Exposure to fire,0,0,0,Fatal,2021/22,"Electricity, gas, steam and air conditioning suppl"
2021/22 [Note 10],D,"Electricity, gas, steam and air conditioning supply",Exposure to an explosion,0,0,0,Fatal,2021/22,"Electricity, gas, steam and air conditioning suppl"
2021/22 [Note 10],D,"Electricity, gas, steam and air conditioning supply",Contact with electricity or electrical discharge,0,0,0,Fatal,2021/22,"Electricity, gas, steam and air conditioning suppl"
2021/22 [Note 10],D,"Electricity, gas, steam and air conditioning supply",Injured by an animal,0,0,0,Fatal,2021/22,"Electricity, gas, steam and air conditioning suppl"
2021/22 [Note 10],D,"Electricity, gas, steam and air conditioning supply",Acts of violence,0,0,0,Fatal,2021/22,"Electricity, gas, steam and air conditioning suppl"
2021/22 [Note 10],D,"Electricity, gas, steam and air conditioning supply",Other kind of accident,0,0,0,Fatal,2021/22,"Electricity, gas, steam and air conditioning suppl"
2021/22 [Note 10],E,"Water supply; sewerage, waste management and remediation activities",Contact with moving machinery,0,0,0,Fatal,2021/22,"Water supply; sewerage, waste management and remed"
2021/22 [Note 10],E,"Water supply; sewerage, waste management and remediation activities","Struck by moving, including flying/falling, object",0,0,0,Fatal,2021/22,"Water supply; sewerage, waste management and remed"
2021/22 [Note 10],E,"Water supply; sewerage, waste management and remediation activities",Struck by moving vehicle,2,2,0,Fatal,2021/22,"Water supply; sewerage, waste management and remed"
2021/22 [Note 10],E,"Water supply; sewerage, waste management and remediation activities",Strike against something fixed or stationary,1,1,0,Fatal,2021/22,"Water supply; sewerage, waste management and remed"
2021/22 [Note 10],E,"Water supply; sewerage, waste management and remediation activities","Injured while handling, lifting or carrying",0,0,0,Fatal,2021/22,"Water supply; sewerage, waste management and remed"
2021/22 [Note 10],E,"Water supply; sewerage, waste management and remediation activities","Slips, trips or falls on same level",0,0,0,Fatal,2021/22,"Water supply; sewerage, waste management and remed"
2021/22 [Note 10],E,"Water supply; sewerage, waste management and remediation activities",Falls from a height,0,0,0,Fatal,2021/22,"Water supply; sewerage, waste management and remed"
2021/22 [Note 10],E,"Water supply; sewerage, waste management and remediation activities",Trapped by something collapsing/overturning,0,0,0,Fatal,2021/22,"Water supply; sewerage, waste management and remed"
2021/22 [Note 10],E,"Water supply; sewerage, waste management and remediation activities",Drowning or asphyxiation,0,0,0,Fatal,2021/22,"Water supply; sewerage, waste management and remed"
2021/22 [Note 10],E,"Water supply; sewerage, waste management and remediation activities","Exposure to, or contact with, a harmful substance",0,0,0,Fatal,2021/22,"Water supply; sewerage, waste management and remed"
2021/22 [Note 10],E,"Water supply; sewerage, waste management and remediation activities",Exposure to fire,0,0,0,Fatal,2021/22,"Water supply; sewerage, waste management and remed"
2021/22 [Note 10],E,"Water supply; sewerage, waste management and remediation activities",Exposure to an explosion,0,0,0,Fatal,2021/22,"Water supply; sewerage, waste management and remed"
2021/22 [Note 10],E,"Water supply; sewerage, waste management and remediation activities",Contact with electricity or electrical discharge,0,0,0,Fatal,2021/22,"Water supply; sewerage, waste management and remed"
2021/22 [Note 10],E,"Water supply; sewerage, waste management and remediation activities",Injured by an animal,0,0,0,Fatal,2021/22,"Water supply; sewerage, waste management and remed"
2021/22 [Note 10],E,"Water supply; sewerage, waste management and remediation activities",Acts of violence,0,0,0,Fatal,2021/22,"Water supply; sewerage, waste management and remed"
2021/22 [Note 10],E,"Water supply; sewerage, waste management and remediation activities",Other kind of accident,0,0,0,Fatal,2021/22,"Water supply; sewerage, waste management and remed"
2021/22 [Note 10],F,Construction,Contact with moving machinery,1,0,1,Fatal,2021/22,Construction
2021/22 [Note 10],F,Construction,"Struck by moving, including flying/falling, object",1,1,0,Fatal,2021/22,Construction
2021/22 [Note 10],F,Construction,Struck by moving vehicle,2,1,1,Fatal,2021/22,Construction
2021/22 [Note 10],F,Construction,Strike against something fixed or stationary,2,1,1,Fatal,2021/22,Construction
2021/22 [Note 10],F,Construction,"Injured while handling, lifting or carrying",0,0,0,Fatal,2021/22,Construction
2021/22 [Note 10],F,Construction,"Slips, trips or falls on same level",0,0,0,Fatal,2021/22,Construction
2021/22 [Note 10],F,Construction,Falls from a height,13,9,4,Fatal,2021/22,Construction
